alpha_deg	beta_deg	gamma_deg	sse	sum_diff
12.00	66.00	11.00	0.03748785	-0.22182456
12.00	66.00	79.00	0.03748785	-0.22182456
12.00	66.00	101.00	0.03748785	-0.22182456
12.00	66.00	169.00	0.03748785	-0.22182456
12.00	114.00	11.00	0.03748785	-0.22182456
12.00	114.00	79.00	0.03748785	-0.22182456
12.00	114.00	101.00	0.03748785	-0.22182456
12.00	114.00	169.00	0.03748785	-0.22182456
13.00	66.00	11.00	0.03748785	-0.22182456
13.00	66.00	79.00	0.03748785	-0.22182456
13.00	66.00	101.00	0.03748785	-0.22182456
13.00	66.00	169.00	0.03748785	-0.22182456
13.00	114.00	11.00	0.03748785	-0.22182456
13.00	114.00	79.00	0.03748785	-0.22182456
13.00	114.00	101.00	0.03748785	-0.22182456
13.00	114.00	169.00	0.03748785	-0.22182456
14.00	66.00	11.00	0.03748785	-0.22182456
14.00	66.00	79.00	0.03748785	-0.22182456
14.00	66.00	101.00	0.03748785	-0.22182456
14.00	66.00	169.00	0.03748785	-0.22182456
14.00	114.00	11.00	0.03748785	-0.22182456
14.00	114.00	79.00	0.03748785	-0.22182456
14.00	114.00	101.00	0.03748785	-0.22182456
14.00	114.00	169.00	0.03748785	-0.22182456
15.00	66.00	79.00	0.03748785	-0.22182456
15.00	66.00	169.00	0.03748785	-0.22182456
15.00	114.00	11.00	0.03748785	-0.22182456
15.00	114.00	101.00	0.03748785	-0.22182456
16.00	66.00	79.00	0.03748785	-0.22182456
16.00	66.00	169.00	0.03748785	-0.22182456
16.00	114.00	11.00	0.03748785	-0.22182456
16.00	114.00	101.00	0.03748785	-0.22182456
17.00	66.00	79.00	0.03748785	-0.22182456
17.00	66.00	169.00	0.03748785	-0.22182456
17.00	114.00	11.00	0.03748785	-0.22182456
17.00	114.00	101.00	0.03748785	-0.22182456
18.00	66.00	79.00	0.03748785	-0.22182456
18.00	66.00	169.00	0.03748785	-0.22182456
18.00	114.00	11.00	0.03748785	-0.22182456
18.00	114.00	101.00	0.03748785	-0.22182456
19.00	66.00	79.00	0.03748785	-0.22182456
19.00	66.00	169.00	0.03748785	-0.22182456
19.00	114.00	11.00	0.03748785	-0.22182456
19.00	114.00	101.00	0.03748785	-0.22182456
20.00	66.00	79.00	0.03748785	-0.22182456
20.00	66.00	169.00	0.03748785	-0.22182456
20.00	114.00	11.00	0.03748785	-0.22182456
20.00	114.00	101.00	0.03748785	-0.22182456
21.00	66.00	79.00	0.03748785	-0.22182456
21.00	66.00	169.00	0.03748785	-0.22182456
21.00	114.00	11.00	0.03748785	-0.22182456
21.00	114.00	101.00	0.03748785	-0.22182456
22.00	66.00	79.00	0.03748785	-0.22182456
22.00	66.00	169.00	0.03748785	-0.22182456
22.00	114.00	11.00	0.03748785	-0.22182456
22.00	114.00	101.00	0.03748785	-0.22182456
23.00	66.00	79.00	0.03748785	-0.22182456
23.00	66.00	169.00	0.03748785	-0.22182456
23.00	114.00	11.00	0.03748785	-0.22182456
23.00	114.00	101.00	0.03748785	-0.22182456
24.00	66.00	79.00	0.03748785	-0.22182456
24.00	66.00	169.00	0.03748785	-0.22182456
24.00	114.00	11.00	0.03748785	-0.22182456
24.00	114.00	101.00	0.03748785	-0.22182456
25.00	66.00	79.00	0.03748785	-0.22182456
25.00	66.00	169.00	0.03748785	-0.22182456
25.00	114.00	11.00	0.03748785	-0.22182456
25.00	114.00	101.00	0.03748785	-0.22182456
46.00	66.00	11.00	0.03748785	-0.22182456
46.00	66.00	101.00	0.03748785	-0.22182456
46.00	114.00	79.00	0.03748785	-0.22182456
46.00	114.00	169.00	0.03748785	-0.22182456
47.00	66.00	11.00	0.03748785	-0.22182456
47.00	66.00	101.00	0.03748785	-0.22182456
47.00	114.00	79.00	0.03748785	-0.22182456
47.00	114.00	169.00	0.03748785	-0.22182456
48.00	66.00	11.00	0.03748785	-0.22182456
48.00	66.00	101.00	0.03748785	-0.22182456
48.00	114.00	79.00	0.03748785	-0.22182456
48.00	114.00	169.00	0.03748785	-0.22182456
49.00	66.00	11.00	0.03748785	-0.22182456
49.00	66.00	101.00	0.03748785	-0.22182456
49.00	114.00	79.00	0.03748785	-0.22182456
49.00	114.00	169.00	0.03748785	-0.22182456
50.00	66.00	11.00	0.03748785	-0.22182456
50.00	66.00	101.00	0.03748785	-0.22182456
50.00	114.00	79.00	0.03748785	-0.22182456
50.00	114.00	169.00	0.03748785	-0.22182456
51.00	66.00	11.00	0.03748785	-0.22182456
51.00	66.00	101.00	0.03748785	-0.22182456
51.00	114.00	79.00	0.03748785	-0.22182456
51.00	114.00	169.00	0.03748785	-0.22182456
52.00	66.00	11.00	0.03748785	-0.22182456
52.00	66.00	101.00	0.03748785	-0.22182456
52.00	114.00	79.00	0.03748785	-0.22182456
52.00	114.00	169.00	0.03748785	-0.22182456
53.00	66.00	11.00	0.03748785	-0.22182456
53.00	66.00	101.00	0.03748785	-0.22182456
53.00	114.00	79.00	0.03748785	-0.22182456
53.00	114.00	169.00	0.03748785	-0.22182456
54.00	66.00	11.00	0.03748785	-0.22182456
54.00	66.00	101.00	0.03748785	-0.22182456
54.00	114.00	79.00	0.03748785	-0.22182456
54.00	114.00	169.00	0.03748785	-0.22182456
55.00	66.00	11.00	0.03748785	-0.22182456
55.00	66.00	101.00	0.03748785	-0.22182456
55.00	114.00	79.00	0.03748785	-0.22182456
55.00	114.00	169.00	0.03748785	-0.22182456
56.00	66.00	11.00	0.03748785	-0.22182456
56.00	66.00	101.00	0.03748785	-0.22182456
56.00	114.00	79.00	0.03748785	-0.22182456
56.00	114.00	169.00	0.03748785	-0.22182456
57.00	66.00	11.00	0.03748785	-0.22182456
57.00	66.00	101.00	0.03748785	-0.22182456
57.00	114.00	79.00	0.03748785	-0.22182456
57.00	114.00	169.00	0.03748785	-0.22182456
58.00	66.00	11.00	0.03748785	-0.22182456
58.00	66.00	101.00	0.03748785	-0.22182456
58.00	114.00	79.00	0.03748785	-0.22182456
58.00	114.00	169.00	0.03748785	-0.22182456
59.00	66.00	11.00	0.03748785	-0.22182456
59.00	66.00	101.00	0.03748785	-0.22182456
59.00	114.00	79.00	0.03748785	-0.22182456
59.00	114.00	169.00	0.03748785	-0.22182456
60.00	66.00	11.00	0.03748785	-0.22182456
60.00	66.00	101.00	0.03748785	-0.22182456
60.00	114.00	79.00	0.03748785	-0.22182456
60.00	114.00	169.00	0.03748785	-0.22182456
61.00	66.00	11.00	0.03748785	-0.22182456
61.00	66.00	101.00	0.03748785	-0.22182456
61.00	114.00	79.00	0.03748785	-0.22182456
61.00	114.00	169.00	0.03748785	-0.22182456
62.00	66.00	11.00	0.03748785	-0.22182456
62.00	66.00	79.00	0.03748785	-0.22182456
62.00	66.00	101.00	0.03748785	-0.22182456
62.00	66.00	169.00	0.03748785	-0.22182456
62.00	114.00	11.00	0.03748785	-0.22182456
62.00	114.00	79.00	0.03748785	-0.22182456
62.00	114.00	101.00	0.03748785	-0.22182456
62.00	114.00	169.00	0.03748785	-0.22182456
63.00	66.00	11.00	0.03748785	-0.22182456
63.00	66.00	79.00	0.03748785	-0.22182456
63.00	66.00	101.00	0.03748785	-0.22182456
63.00	66.00	169.00	0.03748785	-0.22182456
63.00	114.00	11.00	0.03748785	-0.22182456
63.00	114.00	79.00	0.03748785	-0.22182456
63.00	114.00	101.00	0.03748785	-0.22182456
63.00	114.00	169.00	0.03748785	-0.22182456
64.00	66.00	11.00	0.03748785	-0.22182456
64.00	66.00	79.00	0.03748785	-0.22182456
64.00	66.00	101.00	0.03748785	-0.22182456
64.00	66.00	169.00	0.03748785	-0.22182456
64.00	114.00	11.00	0.03748785	-0.22182456
64.00	114.00	79.00	0.03748785	-0.22182456
64.00	114.00	101.00	0.03748785	-0.22182456
64.00	114.00	169.00	0.03748785	-0.22182456
65.00	66.00	11.00	0.03748785	-0.22182456
65.00	66.00	79.00	0.03748785	-0.22182456
65.00	66.00	101.00	0.03748785	-0.22182456
65.00	66.00	169.00	0.03748785	-0.22182456
65.00	114.00	11.00	0.03748785	-0.22182456
65.00	114.00	79.00	0.03748785	-0.22182456
65.00	114.00	101.00	0.03748785	-0.22182456
65.00	114.00	169.00	0.03748785	-0.22182456
66.00	66.00	11.00	0.03748785	-0.22182456
66.00	66.00	79.00	0.03748785	-0.22182456
66.00	66.00	101.00	0.03748785	-0.22182456
66.00	66.00	169.00	0.03748785	-0.22182456
66.00	114.00	11.00	0.03748785	-0.22182456
66.00	114.00	79.00	0.03748785	-0.22182456
66.00	114.00	101.00	0.03748785	-0.22182456
66.00	114.00	169.00	0.03748785	-0.22182456
67.00	66.00	11.00	0.03748785	-0.22182456
67.00	66.00	79.00	0.03748785	-0.22182456
67.00	66.00	101.00	0.03748785	-0.22182456
67.00	66.00	169.00	0.03748785	-0.22182456
67.00	114.00	11.00	0.03748785	-0.22182456
67.00	114.00	79.00	0.03748785	-0.22182456
67.00	114.00	101.00	0.03748785	-0.22182456
67.00	114.00	169.00	0.03748785	-0.22182456
68.00	66.00	11.00	0.03748785	-0.22182456
68.00	66.00	79.00	0.03748785	-0.22182456
68.00	66.00	101.00	0.03748785	-0.22182456
68.00	66.00	169.00	0.03748785	-0.22182456
68.00	114.00	11.00	0.03748785	-0.22182456
68.00	114.00	79.00	0.03748785	-0.22182456
68.00	114.00	101.00	0.03748785	-0.22182456
68.00	114.00	169.00	0.03748785	-0.22182456
69.00	66.00	11.00	0.03748785	-0.22182456
69.00	66.00	79.00	0.03748785	-0.22182456
69.00	66.00	101.00	0.03748785	-0.22182456
69.00	66.00	169.00	0.03748785	-0.22182456
69.00	114.00	11.00	0.03748785	-0.22182456
69.00	114.00	79.00	0.03748785	-0.22182456
69.00	114.00	101.00	0.03748785	-0.22182456
69.00	114.00	169.00	0.03748785	-0.22182456
70.00	66.00	11.00	0.03748785	-0.22182456
70.00	66.00	79.00	0.03748785	-0.22182456
70.00	66.00	101.00	0.03748785	-0.22182456
70.00	66.00	169.00	0.03748785	-0.22182456
70.00	114.00	11.00	0.03748785	-0.22182456
70.00	114.00	79.00	0.03748785	-0.22182456
70.00	114.00	101.00	0.03748785	-0.22182456
70.00	114.00	169.00	0.03748785	-0.22182456
71.00	66.00	11.00	0.03748785	-0.22182456
71.00	66.00	79.00	0.03748785	-0.22182456
71.00	66.00	101.00	0.03748785	-0.22182456
71.00	66.00	169.00	0.03748785	-0.22182456
71.00	114.00	11.00	0.03748785	-0.22182456
71.00	114.00	79.00	0.03748785	-0.22182456
71.00	114.00	101.00	0.03748785	-0.22182456
71.00	114.00	169.00	0.03748785	-0.22182456
72.00	66.00	11.00	0.03748785	-0.22182456
72.00	66.00	79.00	0.03748785	-0.22182456
72.00	66.00	101.00	0.03748785	-0.22182456
72.00	66.00	169.00	0.03748785	-0.22182456
72.00	114.00	11.00	0.03748785	-0.22182456
72.00	114.00	79.00	0.03748785	-0.22182456
72.00	114.00	101.00	0.03748785	-0.22182456
72.00	114.00	169.00	0.03748785	-0.22182456
73.00	66.00	11.00	0.03748785	-0.22182456
73.00	66.00	79.00	0.03748785	-0.22182456
73.00	66.00	101.00	0.03748785	-0.22182456
73.00	66.00	169.00	0.03748785	-0.22182456
73.00	114.00	11.00	0.03748785	-0.22182456
73.00	114.00	79.00	0.03748785	-0.22182456
73.00	114.00	101.00	0.03748785	-0.22182456
73.00	114.00	169.00	0.03748785	-0.22182456
74.00	66.00	11.00	0.03748785	-0.22182456
74.00	66.00	79.00	0.03748785	-0.22182456
74.00	66.00	101.00	0.03748785	-0.22182456
74.00	66.00	169.00	0.03748785	-0.22182456
74.00	114.00	11.00	0.03748785	-0.22182456
74.00	114.00	79.00	0.03748785	-0.22182456
74.00	114.00	101.00	0.03748785	-0.22182456
74.00	114.00	169.00	0.03748785	-0.22182456
75.00	66.00	11.00	0.03748785	-0.22182456
75.00	66.00	79.00	0.03748785	-0.22182456
75.00	66.00	101.00	0.03748785	-0.22182456
75.00	66.00	169.00	0.03748785	-0.22182456
75.00	114.00	11.00	0.03748785	-0.22182456
75.00	114.00	79.00	0.03748785	-0.22182456
75.00	114.00	101.00	0.03748785	-0.22182456
75.00	114.00	169.00	0.03748785	-0.22182456
76.00	66.00	11.00	0.03748785	-0.22182456
76.00	66.00	79.00	0.03748785	-0.22182456
76.00	66.00	101.00	0.03748785	-0.22182456
76.00	66.00	169.00	0.03748785	-0.22182456
76.00	114.00	11.00	0.03748785	-0.22182456
76.00	114.00	79.00	0.03748785	-0.22182456
76.00	114.00	101.00	0.03748785	-0.22182456
76.00	114.00	169.00	0.03748785	-0.22182456
77.00	66.00	11.00	0.03748785	-0.22182456
77.00	66.00	79.00	0.03748785	-0.22182456
77.00	66.00	101.00	0.03748785	-0.22182456
77.00	66.00	169.00	0.03748785	-0.22182456
77.00	114.00	11.00	0.03748785	-0.22182456
77.00	114.00	79.00	0.03748785	-0.22182456
77.00	114.00	101.00	0.03748785	-0.22182456
77.00	114.00	169.00	0.03748785	-0.22182456
78.00	66.00	11.00	0.03748785	-0.22182456
78.00	66.00	79.00	0.03748785	-0.22182456
78.00	66.00	101.00	0.03748785	-0.22182456
78.00	66.00	169.00	0.03748785	-0.22182456
78.00	114.00	11.00	0.03748785	-0.22182456
78.00	114.00	79.00	0.03748785	-0.22182456
78.00	114.00	101.00	0.03748785	-0.22182456
78.00	114.00	169.00	0.03748785	-0.22182456
79.00	66.00	11.00	0.03748785	-0.22182456
79.00	66.00	79.00	0.03748785	-0.22182456
79.00	66.00	101.00	0.03748785	-0.22182456
79.00	66.00	169.00	0.03748785	-0.22182456
79.00	114.00	11.00	0.03748785	-0.22182456
79.00	114.00	79.00	0.03748785	-0.22182456
79.00	114.00	101.00	0.03748785	-0.22182456
79.00	114.00	169.00	0.03748785	-0.22182456
80.00	66.00	11.00	0.03748785	-0.22182456
80.00	66.00	79.00	0.03748785	-0.22182456
80.00	66.00	101.00	0.03748785	-0.22182456
80.00	66.00	169.00	0.03748785	-0.22182456
80.00	114.00	11.00	0.03748785	-0.22182456
80.00	114.00	79.00	0.03748785	-0.22182456
80.00	114.00	101.00	0.03748785	-0.22182456
80.00	114.00	169.00	0.03748785	-0.22182456
81.00	66.00	11.00	0.03748785	-0.22182456
81.00	66.00	79.00	0.03748785	-0.22182456
81.00	66.00	101.00	0.03748785	-0.22182456
81.00	66.00	169.00	0.03748785	-0.22182456
81.00	114.00	11.00	0.03748785	-0.22182456
81.00	114.00	79.00	0.03748785	-0.22182456
81.00	114.00	101.00	0.03748785	-0.22182456
81.00	114.00	169.00	0.03748785	-0.22182456
82.00	66.00	11.00	0.03748785	-0.22182456
82.00	66.00	79.00	0.03748785	-0.22182456
82.00	66.00	101.00	0.03748785	-0.22182456
82.00	66.00	169.00	0.03748785	-0.22182456
82.00	114.00	11.00	0.03748785	-0.22182456
82.00	114.00	79.00	0.03748785	-0.22182456
82.00	114.00	101.00	0.03748785	-0.22182456
82.00	114.00	169.00	0.03748785	-0.22182456
83.00	66.00	11.00	0.03748785	-0.22182456
83.00	66.00	79.00	0.03748785	-0.22182456
83.00	66.00	101.00	0.03748785	-0.22182456
83.00	66.00	169.00	0.03748785	-0.22182456
83.00	114.00	11.00	0.03748785	-0.22182456
83.00	114.00	79.00	0.03748785	-0.22182456
83.00	114.00	101.00	0.03748785	-0.22182456
83.00	114.00	169.00	0.03748785	-0.22182456
84.00	66.00	11.00	0.03748785	-0.22182456
84.00	66.00	79.00	0.03748785	-0.22182456
84.00	66.00	101.00	0.03748785	-0.22182456
84.00	66.00	169.00	0.03748785	-0.22182456
84.00	114.00	11.00	0.03748785	-0.22182456
84.00	114.00	79.00	0.03748785	-0.22182456
84.00	114.00	101.00	0.03748785	-0.22182456
84.00	114.00	169.00	0.03748785	-0.22182456
85.00	66.00	11.00	0.03748785	-0.22182456
